word,NLF-Human
reveals,10.72902392114182
approach,9.371683522384943
leading,9.210340371976182
made,7.091678117143066
fatal,11.281813744006842
target,9.624341811106634
head,8.034767042171945
mounted,10.914088963881523
rule,9.348453674105818
headquarters,10.68437364740408
taken,8.449534542942423
modest,11.445266816496414
head,8.034767042171945
things,7.505592279737757
admission,11.169335760580152
part,7.413593361237089
keep,7.690827167070069
launched,10.061311637729696
faced,10.384754374060574
counts,10.86582222291169
regards,11.055500617931353
charges,9.946395053547404
blunt,11.74359728270523
regard,10.68437364740408
made,7.091678117143066
there,6.194805471126012
see,6.676643558018751
there,6.194805471126012
point,7.966185778017415
side,8.059768344377362
end,7.643809960553359
collapse,11.100815814143395
feels,9.441012189711184
found,7.643809960553359
attractive,10.29209554357787
breaking,9.808177372731803
hefty,12.986958740398126
charges,9.946395053547404
casino,11.141361908537746
atmosphere,10.455135170822372
gripped,13.49342705879516
life,7.161358037781056
stirred,12.733705387612543
lost,8.314252347419547
added,8.8387768155437
come,7.413593361237089
across,8.633727007672189
makes,8.152550077828328
defence,10.33735213516599
make,6.725433722188183
seen,8.01339218258721
charge,9.161550207806751
mounting,11.83588935156665
take,7.091678117143066
predicts,12.825969364350524
hold,8.772085441045027
appears,9.57850969534065
prepared,9.808177372731803
bring,8.589763884251074
power,8.01339218258721
gap,10.4311202946185
welcomed,11.605040753878034
staying-on,10.251627594025024
stands,10.109282465515724
add,9.003326202591856
position,8.72791422273189
hopes,10.592642711826535
situation,9.003326202591856
A-levels,9.28398691214448
brighter,12.1346826494435
courses,10.455135170822372
Further,8.497390564120058
followed,9.09701168666918
achieve,10.199201796685172
accompanied,10.936312100666235
activated,11.493122837674049
lead,8.752915524937308
group,7.896616703691127
unskilled,13.70218187265727
semi-skilled,11.562115709161
release,9.003326202591856
then,6.750751530172472
goals,9.32575122348751
vocational,12.318122149338796
productive,11.006107862601777
reduce,9.832097556449456
narrow,10.616837440413592
high,7.484008708070583
standard,9.142681723502369
need,6.977105357116931
scoop,12.226275352847694
centre,9.32575122348751
ground,8.866750667586105
needs,8.360189442606572
system,7.921107723699423
setting,9.739669467306731
system,7.921107723699423
deserves,10.72902392114182
needs,8.360189442606572
taken,8.449534542942423
hot-house,9.088122739251933
move,8.403864506109235
welcomed,11.605040753878034
bring,8.589763884251074
handle,9.693226627052931
fair,9.233608998915535
way,6.887952651685957
based,8.034767042171945
field,8.656455258749745
enjoyed,10.154516307339874
rights,8.772085441045027
reduce,9.832097556449456
emphasis,11.074670534039074
immunities,14.851148047470996
reflect,10.616837440413592
balance,9.76372561016097
power,8.01339218258721
fully,9.4639431307751
fledged,13.21667405687557
system,7.921107723699423
remove,9.877819805787553
see-sawing,14.32300839163759
seen,8.01339218258721
High,7.484008708070583
constitutional,10.752119635936468
haunt,12.571355964005509
upset,10.109282465515724
no-fixed-abode,13.545483420751214
carry,9.4639431307751
asks,10.501324553291749
illustrated,11.120883377194204
visitors,10.384754374060574
come,7.413593361237089
Crypt,13.584398837000888
Centre,9.32575122348751
homeless,10.914088963881523
people,6.331141914678144
day,7.023166130493465
situation,9.003326202591856
exploited,12.24898014654145
thing,7.55211229537265
drawing,10.177924398237888
no-fixed-abode,13.545483420751214
contents,11.100815814143395
made,7.091678117143066
promoted,11.169335760580152
appear,9.5556515572646
shattered,12.089178894058676
two-tiered,13.608496388579947
cards,9.76372561016097
scenes,10.177924398237888
clear,8.633727007672189
extension,10.455135170822372
recipe,10.982297213908058
nearer,12.940041820610372
cross,9.210340371976182
bear,9.877819805787553
members,8.403864506109235
missed,9.601902574915355
took,8.034767042171945
missed,9.601902574915355
pulled,9.969627355040672
carrying,10.109282465515724
bound,10.455135170822372
saw,8.426438828147774
way,6.887952651685957
decision,9.003326202591856
came,8.059768344377362
accompany,11.949881240169764
rules,9.070578429601024
followed,9.09701168666918
under,7.52951246345541
rules,9.070578429601024
arrangement,10.936312100666235
designed,9.302455660883988
welcomed,11.605040753878034
home,7.344711054181673
bring,8.589763884251074
describing,10.982297213908058
ride,9.5556515572646
wave,10.085009429159518
swept,11.651038767099864
calls,9.417364541410508
rest,8.679712120914012
will,5.871018394032115
guided,11.37316352259507
went,8.059768344377362
counting,10.89234897724512
big,7.667042262046627
member,8.79823072114935
young,8.220799178362435
came,8.059768344377362
power,8.01339218258721
furious,11.558969403471636
organised,11.330603908176274
member,8.79823072114935
distant,11.074670534039074
rehabilitation,11.536194091909582
move,8.403864506109235
given,8.266434473069054
repulsive,13.403400907137442
sepia-tinted,14.60296841799546
view,8.772085441045027
known,8.314252347419547
uncle,10.476188580020208
rule,9.348453674105818
collapsed,11.696848303131157
footnote,13.42346847018825
powers,9.901489549873457
turn,8.473176305999463
fair,9.233608998915535
design,8.818298284200159
collapsed,11.696848303131157
formed,9.946395053547404
mixture,11.100815814143395
studied,10.384754374060574
gave,8.633727007672189
access,9.09701168666918
introduced,9.854697388366697
laid,10.223692816693468
foundations,11.58227554310502
blend,11.628336316481557
hallmark,12.965359628594664
studied,10.384754374060574
set,7.851931214345828
found,7.643809960553359
directly,9.441012189711184
historical,9.923690259853648
came,8.059768344377362
demonstrated,11.006107862601777
plotless,17.131448095675605
reaching,10.455135170822372
wider,10.959040351743791
currency,10.66277453560062
given,8.266434473069054
free,7.75872654473565
reign,11.355921716160564
stuck,9.946395053547404
figured,10.616837440413592
piece,9.115030192171858
drenched,13.284882306902103
running,8.679712120914012
back,6.812445099177812
rise,9.647296147175718
sail,11.493122837674049
mixture,11.100815814143395
intoxicating,13.884860636099068
sensation,11.74359728270523
used,7.368204695423061
cast,9.693226627052931
gave,8.633727007672189
connection,9.76372561016097
shows,8.679712120914012
scores,10.52338427135648
model,8.910235779525845
clarity,11.74359728270523
materials,9.716178454231134
suit,9.901489549873457
Broke,9.5556515572646
approach,9.371683522384943
score,9.601902574915355
awarded,10.70644959910328
portraits,11.83588935156665
about,5.987472525838444
transferred,10.68437364740408
portraits,11.83588935156665
employ,11.605040753878034
painter,11.674268615378992
technique,10.4311202946185
drawing,10.177924398237888
sitter,13.403400907137442
habit,10.959040351743791
immediate,10.315977275581258
subject,9.302455660883988
terse,14.574797541028763
etched,13.21667405687557
line,8.082169281066529
drawings,11.417615285165905
control,8.29005761883249
felt,8.910235779525845
began,9.053336623166516
lost,8.314252347419547
assessment,10.455135170822372
machinery,11.464135300800796
notices,11.74359728270523
appeared,9.601902574915355
form,8.497390564120058
appeared,9.601902574915355
followed,9.09701168666918
touched,10.819778284410283
sides,9.832097556449456
coin,11.074670534039074
climate,9.877819805787553
thing,7.55211229537265
invited,10.29209554357787
restored,11.235293728371948
focus,9.210340371976182
made,7.091678117143066
reaction,9.832097556449456
register,10.154516307339874
attacked,10.315977275581258
pitched,11.881094788334696
belonged,11.493122837674049
recognised,11.355921716160564
repaid,13.14768118538862
section,9.210340371976182
roots,10.72902392114182
felt,8.910235779525845
destructive,11.766528223769146
contain,10.362353437371407
finest,11.169335760580152
settings,10.982297213908058
Portrait,11.006107862601777
cycles,11.674268615378992
based,8.034767042171945
prolific,12.434228738667928
scale,9.601902574915355
buzzard,14.207072760903449
eyrie,15.541482286654324
make,6.725433722188183
forays,14.64333264185082
advanced,9.877819805787553
indestructible,13.675748615589116
landmark,11.766528223769146
bothered,11.605040753878034
following,8.152550077828328
came,8.059768344377362
find,7.461140517166924
way,6.887952651685957
free,7.75872654473565
market,8.542510999400527
outstanding,10.362353437371407
body,8.29005761883249
body,8.29005761883249
attitudes,11.493122837674049
practices,10.245977861482904
reflect,10.616837440413592
force,8.679712120914012
bellowing,14.89726572956596
broken,9.48609387356269
arrangements,10.982297213908058
designed,9.302455660883988
make,6.725433722188183
fair,9.233608998915535
loosen,12.965359628594664
links,9.854697388366697
projected,11.536194091909582
upwards,12.089178894058676
found,7.643809960553359
made,7.091678117143066
body,8.29005761883249
organised,11.330603908176274
participated,11.493122837674049
running,8.679712120914012
earmarked,13.815510557964274
breadth,12.733705387612543
depth,10.245977861482904
sat,10.03816245586273
boards,10.799975657114103
positions,10.061311637729696
held,8.656455258749745
status,9.510095025662231
cause,8.403864506109235
needed,8.79823072114935
defended,11.512925464970229
introduced,9.854697388366697
expanded,10.86582222291169
assisted,11.281813744006842
made,7.091678117143066
six-lane,10.375092463148835
courses,10.455135170822372
emerged,11.141361908537746
guidance,10.752119635936468
threat,10.131643645673885
spirit,9.693226627052931
presented,9.78659380106463
took,8.034767042171945
yardstick,14.52886044584174
circuit,10.4311202946185
play,7.806697372521679
part,7.413593361237089
umpire,12.965359628594664
far,8.059768344377362
standard,9.142681723502369
thing,7.55211229537265
reduced,10.03816245586273
role,8.8387768155437
headquarters,10.68437364740408
obliged,12.042254560300778
find,7.461140517166924
sources,9.57850969534065
replace,10.177924398237888
abuse,9.993412260064115
make,6.725433722188183
rank,10.501324553291749
top,7.896616703691127
bigger,9.808177372731803
set,7.851931214345828
weed,10.89234897724512
courses,10.455135170822372
made,7.091678117143066
unfair,11.120883377194204
fair,9.233608998915535
throughout,9.233608998915535
throws,11.330603908176274
spanner,14.78309458422598
machinery,11.464135300800796
INCOMING,11.674268615378992
turn,8.473176305999463
upside down,11.50297513411706
considers,11.445266816496414
plans,9.190537744680004
Scattered,11.58227554310502
status,9.510095025662231
Set,7.851931214345828
Set,7.851931214345828
escapes,12.526277909687517
aim,10.33735213516599
aim,10.33735213516599
upset,10.109282465515724
order,8.082169281066529
inherits,14.25246633316381
designed,9.302455660883988
act,8.517193191416238
irritants,15.128554457344572
system,7.921107723699423
nowhere,10.592642711826535
considers,11.445266816496414
co-ordinated,14.072986788358987
contemplate,12.871604659057146
rebuilding,12.180404898781596
machine,9.441012189711184
centrepiece,14.64333264185082
adds,10.637456727616328
seek,10.109282465515724
status,9.510095025662231
approach,9.371683522384943
seek,10.109282465515724
knock,10.70644959910328
keystone,12.778773673014252
sought,10.384754374060574
challenge,9.48609387356269
set,7.851931214345828
headed,10.245977861482904
supreme,9.923690259853648
determing,17.96325589691349
mention,9.832097556449456
override,12.848526711774602
powerful,9.5556515572646
antagonise,16.141364277897676
headed,10.245977861482904
rank,10.501324553291749
act,8.517193191416238
voice,9.053336623166516
intrusion,12.848526711774602
wide,9.302455660883988
watching,9.161550207806751
brief,10.315977275581258
ability,9.302455660883988
given,8.266434473069054
able,8.220799178362435
require,9.716178454231134
born,9.003326202591856
extended,10.03816245586273
oldest,10.959040351743791
shadow,10.501324553291749
present,8.79823072114935
self,8.633727007672189
take,7.091678117143066
leave,8.426438828147774
given,8.266434473069054
rank,10.501324553291749
member,8.79823072114935
proper,9.854697388366697
operate,10.362353437371407
work,6.999870567889943
conflicts,11.281813744006842
interest,8.818298284200159
plan,8.542510999400527
says,8.082169281066529
concerns,10.154516307339874
split,10.015537056344751
transfer,9.854697388366697
Standards,9.716178454231134
bodies,9.923690259853648
recommended,10.362353437371407
merge,12.089178894058676
replace,10.177924398237888
bodies,9.923690259853648
higher,8.79823072114935
body,8.29005761883249
replace,10.177924398237888
interest,8.818298284200159
Fair,9.233608998915535
Standards,9.716178454231134
administered,11.605040753878034
accept,9.5556515572646
back,6.812445099177812
made,7.091678117143066
leading,9.210340371976182
Shadow,10.501324553291749
member,8.79823072114935
decided,9.003326202591856
oppose,11.651038767099864
member,8.79823072114935
sought,10.384754374060574
force,8.679712120914012
Co-ordinating,14.55574934605807
smash,11.305911295585902
decrepit,14.344839653294825
effete,15.886983929994932
constitution,10.223692816693468
allows,9.969627355040672
capture,10.545941618780557
power,8.01339218258721
use,7.344711054181673
